# (chains, chL, r0, r1, w0, w1, a, ph1, cr, dph0, zoff, varargin)
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [10.0, 10.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [30.0, 30.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [30.0, 30.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [30.0, 30.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [40.0, 40.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [40.0, 40.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [40.0, 40.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [50.0, 50.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [50.0, 50.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [50.0, 50.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [60.0, 60.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [60.0, 60.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [60.0, 60.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [70.0, 70.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [70.0, 70.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [70.0, 70.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [80.0, 80.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [80.0, 80.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [80.0, 80.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [90.0, 90.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [90.0, 90.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [90.0, 90.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.0, 102.8, -7.973, [100.0, 100.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -3.5, 102.8, -9.312, [100.0, 100.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.0, 2.26, -4.0, 102.8, -10.657, [100.0, 100.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [10.0, 10.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [10.0, 10.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [10.0, 10.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.0, 102.8, -8.374, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -3.5, 102.8, -9.783, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], 2.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], 2.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], 3.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], -2.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], -2.5, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], -3.0, 'registerzoff'
2, 25, 4.2, 2.26, -4.0, 102.8, -11.197, [20.0, 20.0], [0], [180], -3.5, 'registerzoff'
