# (chains, chL, r0, r1, w0, w1, a, ph1, cr, dph0, zoff, varargin)
3, 32, 5.875, 2.26, -1.375, 101.375, -5.358, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.625, 101.625, -6.335, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.875, 101.875, -7.315, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.125, 102.125, -8.297, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.375, 102.375, -9.281, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.625, 102.625, -10.268, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.875, 102.875, -11.258, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -0.125, 100.125, -0.486, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -0.375, 100.375, -1.459, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -0.625, 100.625, -2.432, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -0.875, 100.875, -3.406, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.125, 101.125, -4.381, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.375, 101.375, -5.358, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.625, 101.625, -6.335, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -1.875, 101.875, -7.315, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.125, 102.125, -8.297, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.375, 102.375, -9.281, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.625, 102.625, -10.268, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 5.875, 2.26, -2.875, 102.875, -11.258, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [90.0, 90.0, 90.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [95.0, 95.0, 95.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [100.0, 100.0, 100.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [105.0, 105.0, 105.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [110.0, 110.0, 110.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [115.0, 115.0, 115.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [120.0, 120.0, 120.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [125.0, 125.0, 125.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.125, 100.125, -0.497, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.375, 100.375, -1.49, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.625, 100.625, -2.484, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -0.875, 100.875, -3.479, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.125, 101.125, -4.475, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.375, 101.375, -5.472, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.625, 101.625, -6.471, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -1.875, 101.875, -7.471, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.125, 102.125, -8.475, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.375, 102.375, -9.48, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.625, 102.625, -10.489, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.0, 2.26, -2.875, 102.875, -11.501, [130.0, 130.0, 130.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.125, 100.125, -0.507, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.375, 100.375, -1.521, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.625, 100.625, -2.536, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.875, 100.875, -3.552, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.125, 101.125, -4.568, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.375, 101.375, -5.586, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.625, 101.625, -6.606, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.875, 101.875, -7.628, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.125, 102.125, -8.652, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.375, 102.375, -9.68, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.625, 102.625, -10.71, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.875, 102.875, -11.744, [75.0, 75.0, 75.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.125, 100.125, -0.507, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.375, 100.375, -1.521, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.625, 100.625, -2.536, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.875, 100.875, -3.552, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.125, 101.125, -4.568, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.375, 101.375, -5.586, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.625, 101.625, -6.606, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -1.875, 101.875, -7.628, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.125, 102.125, -8.652, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.375, 102.375, -9.68, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.625, 102.625, -10.71, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -2.875, 102.875, -11.744, [80.0, 80.0, 80.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
3, 32, 6.125, 2.26, -0.125, 100.125, -0.507, [85.0, 85.0, 85.0], [1 1], [120, 240], [0.0 0.0], 'zoffaa'
